Title,URL,Description,Author,Date,News Outlet,Search Terms
Security-Event: Das Programm der secIT 2020 ist online,https://www.heise.de/news/Security-Event-Das-Programm-der-secIT-2020-ist-online-4595873.html,"Das Frühlingsevent zur IT-Security, in dem die wichtigsten Unternehmen der Sicherheitsbranche auch neue Produkte vorstellen, findet im März in Hannover statt.",,2019-11-26 08:10:00,Heise,Hackback
Zurückgehackt: Deutscher Webentwickler wehrt sich gegen Ransomware,https://www.heise.de/news/Zurueckgehackt-Deutscher-Webentwickler-wehrt-sich-gegen-Ransomware-4551187.html,Ein Webentwickler aus Bayern hat den Server von Erpressungstrojaner-Hintermännern gehackt und deren Krypto-Schlüssel gestohlen., Fabian A. Scherschel,2019-10-11 08:03:00,Heise,Hackback
"Geheimgutachten zu ""Hackbacks"": Eindringliche Warnung vor digitalem Gegenschlag",https://www.heise.de/news/Geheimgutachten-zu-Hackbacks-Eindringliche-Warnung-vor-digitalem-Gegenschlag-4512930.html,"Ein Oberstleutnant kommt in einer Analyse des Wissenschaftlichen Dienst des Bundestags zum Schluss, dass Hackbacks nicht abschrecken und zu Anarchie führen.", Stefan Krempl,2019-09-03 15:47:00,Heise,"Hackback, Aktive Cyberabwehr"
"Ex-BND-Chef: Digitaler Gegenschlag ist ""Akt nationalen Anstands""",https://www.heise.de/news/Ex-BND-Chef-Digitaler-Gegenschlag-ist-Akt-nationalen-Anstands-4512279.html,"Deutschland hinke bei der ""aktiven Cyberabwehr"" gnadenlos hinterher, moniert Gerhard Schindler. Hackbacks seien ein ""völlig akzeptables Mittel"".  ", Stefan Krempl,2019-09-03 05:21:00,Heise,"Hackback, Aktive Cyberabwehr"
Zitis-Chef: Ressourcen für Cyberangriff und -verteidigung bündeln,https://www.heise.de/news/Zitis-Chef-Ressourcen-fuer-Cyberangriff-und-verteidigung-buendeln-4511899.html,"Wilfried Karl, Präsident der staatlichen Hackerbehörde Zitis, wirbt dafür, Fähigkeiten für die ""aktive Cyberabwehr"" oder Big-Data-Analysen zu ""clustern"".  ", Stefan Krempl,2019-09-02 13:06:00,Heise,"Hackback, Aktive Cyberabwehr"
Wollt Ihr den digitalen Krieg?,https://www.heise.de/select/ix/2019/8/1907416544067863989,,David Fuhr,2019-07-24 00:00:00,Heise,"Hackback, Aktive Cyberabwehr"
Web-Tipps: Outdoor-Touren-Tagebuch und Archiv gegen das Vergessen,https://www.heise.de/news/Web-Tipps-4460684.html,"Die aktuellen Fundstücke im Web enthalten einen Webdienst, um eigene Touren zu visualisieren, ein Blog für Verfassungsrecht und eine Dokumentation über die Opfer des Nazi-Regimes.", Holger Bleich,2019-07-05 05:00:00,Heise,Hackback
"Tour-Tagebuch, Verfassungsblog, Arolsen-Archive",https://www.heise.de/select/ct/2019/15/1563536990234469,,Holger Bleich,2019-07-05 00:00:00,Heise,Hackback
BSI-Kongress: Angriff ist die beste Verteidigung,https://www.heise.de/select/ix/2019/7/1913608430991384931,"Wie man heikle Dinge an-, aber nicht ausspricht, demonstrierte ein Vertreter des Innenministeriums beim 16. deutschen IT-Sicherheitskongress in Bonn. Unter anderem ließ er durchblicken, dass die Zeit der rein passiven Cyberabwehr vorbei ist.",Ute Roos,2019-06-19 00:00:00,Heise,"Hackback, Aktive Cyberabwehr"
Cyber-Attacke: Israelische Armee reagiert mit Bombenangriff im Gaza-Streifen,https://www.heise.de/news/Cyber-Attacke-Israelische-Armee-reagiert-mit-Bombenangriff-im-Gaza-Streifen-4413796.html,"Israels Armee wehrt einen Cyber-Angriff ab und zerstört anschließend das Gebäude, von dem er ausgegangen sein soll. Es wäre der erste Fall dieser Art.", Tilman Wittenhorst,2019-05-06 10:17:00,Heise,Hackback
Vor 10 Jahren: Plomlompoms Post Privacy,https://www.heise.de/select/ix/2019/2/1549006857134070,Die massenhafte Veröffentlichung privater Promi-Daten könnte man unter Post Privacy einordnen. Oder einfach in die Schublade digitale Verantwortungslosigkeit.,Detlef Borchers,2019-01-23 00:00:00,Heise,Hackback
Was war. Was wird. Mit Erinnerungen an eine gescheiterte Revolution,https://www.heise.de/meinung/Was-war-Was-wird-Mit-Erinnerungen-an-eine-gescheiterte-Revolution-4272686.html,"Lehren werden gezogen, falsche Vorgehensweisen gerügt. Hal Faber aber lässt bald Doxing Doxing sein und feiert Erinnernswertes.", Hal Faber,2019-01-12 23:09:00,Heise,Hackback
Cyberkrieger aus Deutschland,https://www.heise.de/hintergrund/Cyberkrieger-aus-Deutschland-4210095.html,"Bundeswehr und Geheimdienste sollen offensiv gegen Cyberangriffe vorgehen. Ob das tatsächlich der IT-Sicherheit des Landes dient, ist allerdings strittig.",Eva Wolfangel,2019-01-09 08:19:00,Heise,Hackback
eTLS: e wie eher nicht,https://www.heise.de/select/ix/2019/1/1546240138514959,"Lobbyisten finden immer Gründe, warum Produkte oder Standards unsicher sein oder Hintertüren haben sollten. Sie entpuppen sich bei näherem Hinsehen als haarsträubender Unsinn.",David Fuhr,2018-12-19 00:00:00,Heise,Hackback
Was war. Was wird. Big Brother is loving you.,https://www.heise.de/meinung/Was-war-Was-wird-Big-Brother-is-loving-you-4251995.html,"Sicherheits-Paranoiker haben ihr Neusprech gut gelernt. Gut immerhin, dass doch viele den ""Sieg über sich selbst"" nicht feiern wollen, hofft Hal Faber.", Hal Faber,2018-12-15 23:09:00,Heise,Hackback
"US-Militär: Wir wollen keine ""Cyber-Atombomben""",https://www.heise.de/news/US-Militaer-Wir-wollen-keine-nuklearen-Cyberwaffen-4247349.html,"Die Abschreckungsdoktrin funktioniere im Cyberspace kaum, hieß es auf einer Konferenz in Berlin. Eine Ex-CIA-Justiziarin rief nach roten Linien im Cyberwar.", Stefan Krempl,2018-12-11 07:04:00,Heise,Hackback
Cyberabwehr: Seehofer befürwortet Hack Back als Ultima Ratio,https://www.heise.de/news/Cyberabwehr-Seehofer-befuerwortet-Hack-Back-als-Ultima-Ratio-4239426.html,Bundesinnenminister Seehofer will aktive Cyberabwehr verbessern und im Ernstfall den Hack Back zulassen.,Monika Ermert,2018-12-04 08:20:00,Heise,"Hackback, Aktive Cyberabwehr"
Auge um Auge,https://www.heise.de/select/tr/2018/11/1540180339376598,"Bundeswehr und Geheimdienste sollen mehr Befugnisse bekommen, um offensiv gegen Cyberangriffe vorzugehen. Ob das tatsächlich der IT-Sicherheit des Landes dient, ist allerdings strittig.",Eva Wolfangel,2018-10-10 00:00:00,Heise,Hackback
"Public IT-Security: Rechtliche Regelung für ""aktive Cyber-Abwehr"" gefordert",https://www.heise.de/news/Public-IT-Security-Rechtliche-Regelung-fuer-aktive-Cyber-Abwehr-gefordert-4162896.html,"Hack Back muss möglich sein, muss aber verhältnismäßig ausfallen. Das erklärten Vertreter der Bundesregierung in Berlin.  ",Detlef Borchers,2018-09-12 13:23:00,Heise,"Hackback, Aktive Cyberabwehr"
Missing Link: Der Angriff auf das offene Internet und die Ethik des Netzes,https://www.heise.de/hintergrund/Missing-Link-Der-Angriff-auf-das-offene-Internet-und-die-Ethik-des-Netzes-4129289.html,Ein wahrer Wettlauf zu neuen Überwachungsgesetzen ist im Gange. Der neue Chef der Internet Society sieht darin auch einen Angriff auf das Netz auf breiter Front,Monika Ermert,2018-08-05 06:17:00,Heise,Hackback
6. Cybersicherheits-Konferenz: Hackbacks  Debatte über digitalen Gegenschlag,https://www.heise.de/news/6-Cybersicherheits-Konferenz-Hackbacks-Debatte-ueber-digitalen-Gegenschlag-4090518.html,"Was Hackbacks für die Sicherheit der IT-Infrastruktur in Deutschland leisten können, beschäftigte die 6. ""Potsdamer Konferenz für Nationale Cybersicherheit"".",Detlef Borchers,2018-06-23 09:19:00,Heise,Hackback
Die Neue stellt sich vor,https://www.sueddeutsche.de/politik/bsi-schoenbohm-claudia-plattner-digitalausschuss-vorstellung-visionen-1.6245510,"Während Innenministerin Faeser sich für den Rauswurf von BSI-Chef Schönbohm rechtfertigt, erklärt dessen Nachfolgerin Claudia Plattner ihre Vision für die deutsche Cybersicherheit.",Von Carim Soliman,2023-09-20 17:38:10,SZ,Hackback
Hummert: Wir müssen neu über Sicherheit nachdenken,https://www.sueddeutsche.de/wirtschaft/cyberagentur-chef-hummert-wir-muessen-neu-ueber-sicherheit-nachdenken-dpa.urn-newsml-dpa-com-20090101-230814-99-828498,"Die Cybersicherheit in Deutschland sei im Vergleich zu anderen Ländern ausbaufähig, sagt der Chef der Halleschen Bundesagentur für Innovation in der Cybersicherheit. Geklärt werden muss unter anderem die Frage der Hackbacks.",Direkt aus dem dpa-Newskanal,2023-08-14 05:55:02,SZ,Hackback
Cyberagentur: Wir müssen neu über Sicherheit nachdenken,https://www.sueddeutsche.de/wirtschaft/informationstechnologie-cyberagentur-wir-muessen-neu-ueber-sicherheit-nachdenken-dpa.urn-newsml-dpa-com-20090101-230814-99-828033,"Der russische Angriffskrieg habe viele Sachen offengelegt, die wir vorher vielleicht nicht so gesehen haben, sagt der Chef der Cyberagentur. In puncto Sicherheit gebe es hierzulande noch Luft nach oben.",Direkt aus dem dpa-Newskanal,2023-08-14 05:51:39,SZ,Hackback
Immer mehr Cyberattacken aus Russland,https://www.sueddeutsche.de/politik/cybersicherheit-immer-mehr-cyberattacken-aus-russland-1.6000411,"Die neue Chefin des Bundesamtes für Sicherheit in der Informationstechnik bezeichnet Deutschland als ein ""attraktives Ziel"".",Von Markus Balser und Christoph Koopmann,2023-07-05 15:52:30,SZ,Hackback
Jetzt kommt die Nationale Sicherheitsstrategie,https://www.sueddeutsche.de/politik/bundesregierung-nationale-sicherheitsstrategie-aussenpolitik-1.5928100,"Sie umfasst laut Bundesregierung auch den Weltraum, sowie die Sicherung von Energie, Rohstoffen und Nahrung. China wird als systemischer Rivale betrachtet. Das Zwei-Prozent-Ziel der Nato soll ab 2024 eingehalten werden.","Von Daniel Brössler, Paul-Anton Krüger und Nadja Lissok",2023-06-14 12:27:54,SZ,"Hackback, Aktive Cyberabwehr"
FDP attackiert grüne Ministerien,https://www.sueddeutsche.de/politik/gruene-fdp-1.5874997,"Die Liberalen werfen dem Koalitionspartner handwerkliche Mängel bei der Umsetzung zentraler Regierungsprojekte vor. Generalsekretär Bijan Djir-Sarai spricht von ""enormen Defiziten"".",Von Paul-Anton Krüger und Henrike Roßbach,2023-05-22 15:23:46,SZ,"Hackback, Aktive Cyberabwehr"
Die unendliche Ampel-Geschichte,https://www.sueddeutsche.de/politik/annalena-baerbock-nationale-sicherheitsstrategie-fdp-christian-lindner-1.5864331,Eigentlich sollte das Kabinett kommende Woche die Nationale Sicherheitsstrategie verabschieden. Jetzt meldet die FDP neue Bedenken an - und im Auswärtigen Amt der Grünen Annalena Baerbock wittert man Verzögerungstaktik.,Von Daniel Brössler und Paul-Anton Krüger,2023-05-17 03:09:03,SZ,"Hackback, Aktive Cyberabwehr"
"""Wir haben viel zu viele Schwachstellen""",https://www.sueddeutsche.de/politik/cybersicherheit-hacker-deutschland-bsi-it-russland-1.5816881,"Deutschland ist anfällig für Hackerangriffe, durch den russischen Überfall auf die Ukraine wächst die Gefahr weiter. Innenministerin Nancy Faeser hat einen Plan - doch der ist umstritten.",Von Markus Balser und Christoph Koopmann,2023-04-23 16:00:21,SZ,"Hackback, Aktive Cyberabwehr"
Deutschland muss sich besser gegen Cyberangriffe rüsten,https://www.sueddeutsche.de/meinung/vulkan-files-cyber-attacken-fake-news-infrastruktur-kommentar-1.5780084,,Kommentar von Georg Mascolo,2023-04-02 14:20:49,SZ,Hackback
Wie Europa sich auf Cyberkrieg einstellen will,https://www.sueddeutsche.de/politik/eu-hackbacks-cyberangriffe-1.5693869,"Russlands Überfall auf die Ukraine ist auch ein digitaler; Hacker werden zu einer immer größeren Bedrohung. Darum will die EU von den Mitgliedsstaaten jetzt ""aktive"" Cyberabwehr gegen Angreifer. In Deutschland ist dieser Punkt aber schwer umstritten.","Von Josef Kelnberger, Brüssel, und Paul-Anton Krüger, Berlin",2022-11-10 21:28:55,SZ,"Hackback, Aktive Cyberabwehr"
Wunschzettel zur Cybersicherheit,https://www.sueddeutsche.de/politik/cybersicherheit-strategie-faeser-1.5619641,"Bundesinnenministerin Faeser präsentiert ihre Agenda zum Schutz vor digitalen Attacken. Die Opposition ist nicht überzeugt, der Koalition stehen knifflige Debatten bevor.",Von Constanze von Bullion,2022-07-12 13:52:35,SZ,"Hackback, Gefahrenabwehr Cyberraum"
Wie es um die deutsche Cybersicherheit steht,https://www.sueddeutsche.de/politik/cybersicherheit-sondervermoegen-1.5595776,Die Cybersicherheit ist aus dem 100-Milliarden-Euro-Paket des Bundeswehr-Sondervermögens geflogen. Dabei wären Investitionen dringend nötig. Doch woher soll das Geld nun kommen?,Von Christoph Koopmann,2022-06-02 07:45:32,SZ,"Hackback, Aktive Cyberabwehr"
Sollte Deutschland digital zurückschlagen?,https://www.sueddeutsche.de/politik/hackback-faeser-cyberangriffe-1.5570548,"Russland überzieht die Ukraine mit Cyberangriffen. Deutsche Sicherheitsbehörden fragen: Was, wenn es uns trifft? Innenministerin Nancy Faeser wollte ""Hackbacks"" erst erlauben, jetzt ist sie wohl dagegen - Experten sowieso.",Von Christoph Koopmann,2022-05-02 16:45:54,SZ,"Hackback, Aktive Cyberabwehr"
Russische Cybertruppen können westliche Sanktionen aushebeln,https://www.sueddeutsche.de/politik/krieg-russische-cybertruppen-koennen-westliche-sanktionen-aushebeln-dpa.urn-newsml-dpa-com-20090101-220421-99-983645,Beim Angriff Russlands auf die Ukraine hat der Kreml bislang nur begrenzt Cyberattacken eingesetzt.,Direkt aus dem dpa-Newskanal,2022-04-21 05:56:21,SZ,Hackback
Bayern fordert besseren Schutz gegen Cyberangriffe,https://www.sueddeutsche.de/bayern/muenchen-bayern-fordert-besseren-schutz-gegen-cyberangriffe-dpa.urn-newsml-dpa-com-20090101-220308-99-433543,Mit den 100 Milliarden Euro für die Aufrüstung der Bundeswehr muss nach Ansicht von Bayerns Digitalministerin Judith Gerlach auch die Verteidigung gegen...,Direkt aus dem dpa-Newskanal,2022-03-08 12:43:43,SZ,"Hackback, Aktive Cyberabwehr"
Strobl: Sicherheitspolitik der Ampel Totalausfall,https://www.sueddeutsche.de/politik/stuttgart-strobl-sicherheitspolitik-der-ampel-totalausfall-dpa.urn-newsml-dpa-com-20090101-220220-99-212979,"Der baden-württembergische Innenminister Thomas Strobl hat der Ampelregierung im Bund in der Sicherheitspolitik ein vernichtendes Zeugnis ausgestellt. ""Man will...",Direkt aus dem dpa-Newskanal,2022-02-20 10:25:14,SZ,"Hackback, Aktive Cyberabwehr"
Die Lösegeld-Krise,https://www.sueddeutsche.de/wirtschaft/ransomware-erpressung-innenminister-nsa-biden-1.5474296,"Angriffe mit Erpressersoftware schaden Bürgern und Firmen massiv, die Täter machen Geld wie einst Kokain-Kartelle. Deutsche Politiker fordern nun, Lösegeldzahlungen zu erschweren - und auch die US-Geheimdienste machen ernst.",Von Markus Balser und Jannis Brühl,2021-11-27 03:44:18,SZ,Hackback
Altmaier: Freier Zugang zu Internet muss Menschenrecht sein,https://www.sueddeutsche.de/service/internet-altmaier-freier-zugang-zu-internet-muss-menschenrecht-sein-dpa.urn-newsml-dpa-com-20090101-191124-99-860717,"Bundeswirtschaftsminister Peter Altmaier vergleicht den Zugang zu freiem Internet mit dem Recht auf Bildung oder medizinische Versorgung. ""Der freie Zugang zum...",Direkt aus dem dpa-Newskanal,2019-11-24 14:33:04,SZ,Hackback
Hackback,https://www.sueddeutsche.de/politik/aktuelles-lexikon-hackback-1.4585826,Die Militarisierung des Internets ist höchst umstritten.,Von Jannis Brühl,2019-09-03 16:50:36,SZ,Hackback
Warum Deutschland im Netz so wehrlos ist,https://www.sueddeutsche.de/wirtschaft/hack-back-cyber-angriff-militaer-1.4441488,"Die Sicherheitsbehörden anderer Länder gehen aktiv gegen Cyber-Angreifer vor, Deutschland zögert bislang. Jetzt könnte der BND die Lizenz zum ""Hack back"" bekommen.",Von Georg Mascolo und Ronen Steinke,2019-05-10 14:01:40,SZ,"Hackback, Gefahrenabwehr Cyberraum"
Cyberkrieg ist teuer und bringt nichts,https://www.sueddeutsche.de/wirtschaft/cyberkrieg-bundesregierung-1.4084810,"Zumindest, wenn Deutschland versucht, nach einer Attacke zurück zu hacken. Entsprechende Pläne der Bundesregierung sind deshalb ein Risiko.",Gastbeitrag von Matthias Schulze,2018-08-08 13:00:31,SZ,Hackback
"""Man kann nicht einfach zurückcybern""",https://www.sueddeutsche.de/wirtschaft/it-sicherheit-man-kann-nicht-einfach-zurueckcybern-1.3490624,"Soll sich der deutsche Staat nach digitalen Angriffen an den Hackern rächen? Politologe Sven Herpig erklärt, warum diese Strategie gefährlich ist.",Interview von Hakan Tanriverdi,2017-05-05 04:43:30,SZ,Hackback
Bundesregierung einigt sich auf nationale Sicherheitsstrategie,https://www.welt.de/politik/deutschland/article245819734/Ampel-Plaene-Bundesregierung-einigt-sich-auf-nationale-Sicherheitsstrategie.html,"Nach längerer Verzögerung haben die Ampel-Minister Vorgaben für alle sicherheitspolitischen Herausforderungen Deutschlands ausgearbeitet. Bei der Vorstellung der Strategie sollen am Mittwoch neben Kanzler Scholz und Vizekanzler Habeck auch die Minister Baerbock, Lindner, Pistorius und Faeser zugegen sein.",Unknown,2023-06-12 12:20:59,Welt,Hackback
Wenn Hacker in den Krieg ziehen,https://www.welt.de/politik/deutschland/article237341801/Cyberkrieg-Ukraine-vs-Russland-Wenn-Hacker-in-den-Krieg-ziehen.html,"Der Angriffskrieg durch Russland führt dazu, dass im Digitalen immer mehr nicht-staatliche Akteure eingreifen. Deutsche Politiker und die Bundeswehr zeigen sich besorgt. Unkoordinierte Aktionen können fatale Auswirkungen haben.",Unknown,2022-03-07 08:20:00,Welt,"Hackback, Gefahrenabwehr Cyberraum"
China weist Hacker-Vorwürfe als Verleumdung zurück,https://www.welt.de/politik/ausland/article232602901/China-weist-Hacker-Vorwuerfe-als-Verleumdung-zurueck.html,China soll laut den USA kriminelle Hacker für Cyberangriffe einsetzen. Mit hoher Zuversicht kommen die Hackerverbindungen vom chinesischen Ministerium für Staatssicherheit. Die Volksrepublik widerspricht und beschuldigt die USA.,Unknown,2021-07-20 10:48:00,Welt,Hackback
Der Russland Report muss Putin außerordentliches Vergnügen bereiten,https://www.welt.de/debatte/kommentare/article212269001/Grossbritannien-Der-Russland-Report-muss-Putin-ausserordentliches-Vergnuegen-bereiten.html,"Eine Untersuchung des britischen Parlaments sollte offenlegen, in welchem Ausmaß Geld und Propaganda aus Russland die Politik auf der Insel beeinflussen. Doch so genau will man es in London offenbar gar nicht wissen.",Unknown,2020-07-26 18:37:54,Welt,Hackback
"Wenn wir fallen, werdet ihr alle fallen  Selenskyj bei Frankfurter Demo zugeschaltet",https://www.welt.de/politik/ausland/article237297337/Ukraine-Liveticker-Selenskyj-live-bei-Frankfurter-Demo-zugeschaltet.html,"Wolodymyr Selenskyj, der durch den Krieg mehr oder weniger über Nacht berühmt gewordene Präsident der Ukraine, lässt sich nun auf Solidaritätsdemos schalten. Und warnt die Zuschauer. Und: Olaf Scholz hat erneut mit Wladimir Putin telefoniert  das Ergebnis ist ernüchternd. Mehr im Liveticker.",Unknown,2022-03-04 20:13:00,Welt,Hackback
